feature,label
"[-386.38992     153.42705     -25.409279     27.072334     -4.730429
   -5.161967      5.499756     -6.6353354    -2.380971     -1.5266896
   -9.111966     -0.66873693    9.637431     -9.446875     -9.813668
   -5.055378     -8.778403    -11.781599    -10.066618     -2.432793
   -8.260221     -5.7733517    -4.451678     -5.859842     -1.7385848
   -5.9894524    -4.5843844    -1.9467155    -4.4053555    -4.7758574
   -5.0505486    -4.3196216    -3.5753148    -4.036021     -2.494627
   -2.6205096    -2.9797566    -2.5050263    -4.2389       -4.6994214 ]",dog
"[-5.0818045e+02  9.4653732e+01 -4.7305626e+01  3.1492853e+01
 -2.8119476e+00 -5.7595916e+00 -1.3704876e+01 -6.6114497e+00
  6.8608890e+00 -1.4015641e+01 -3.1883280e+00 -5.6483760e+00
 -2.1465286e+01 -7.2329102e+00 -3.8984767e-01 -1.3682090e+01
 -9.6605921e+00 -8.6763754e+00 -1.1327682e+01 -8.6519613e+00
 -7.2850680e+00 -7.5530872e+00 -1.0128703e+01 -4.2401180e+00
 -6.1811099e+00 -8.6695051e+00 -6.6772523e+00 -6.9972811e+00
 -3.7074890e+00 -2.0474253e+00 -4.1575894e+00 -4.4825149e+00
 -1.5164622e+00 -2.4854653e+00 -1.4361857e+00  1.1806679e+00
  2.4697418e+00  2.6528316e+00  3.0166903e+00  3.2308769e+00]",dog
"[-4.9028088e+02  1.0900198e+02 -4.4751141e+01  2.8941174e+01
 -2.0114794e+01 -1.6184821e+00  4.3516970e+00 -1.2764286e+01
 -2.4721642e+00  1.4512792e+00  1.1631132e+00 -6.0425526e-01
  1.6587332e+00 -8.1065750e+00  2.5309439e+00 -5.4536219e+00
 -3.5186927e+00  5.0559187e+00 -8.9767590e+00 -1.3342708e+00
 -3.5880678e+00  1.3179669e+00  4.6177438e-01 -2.1406124e+00
  1.6668124e+00 -6.3291240e+00  1.2952353e+00 -2.6415911e+00
 -2.8307133e+00 -3.8550428e-01 -5.8747239e+00 -2.8061733e+00
 -3.0351999e+00  1.9840024e+00  7.7155032e+00  1.3906321e+01
  1.3925394e+01  9.9654942e+00  3.7957003e+00 -3.8059623e+00]",dog
"[-2.9236884e+02  1.9842123e+02 -4.2230396e+00 -3.5694027e-01
 -1.4924719e+01 -8.3700018e+00 -1.8716089e+00 -1.3392272e+01
 -3.1632659e+00 -1.9163468e+00 -4.3548560e+00 -6.7030579e-01
 -1.0374196e+01 -5.2965007e+00  1.0868307e+01 -4.1715779e+00
 -6.2704067e+00  2.2414317e+00 -2.2445180e-02 -8.4105261e-02
 -5.3371215e+00  1.5951632e+00 -1.4645679e+00 -6.9295001e+00
  4.3588009e+00 -4.4675722e+00 -9.5772114e+00  2.9662819e+00
 -3.8983803e+00 -7.0346251e+00  5.1575384e+00 -7.7351552e-01
  2.8436549e+00  7.2395115e+00 -5.2760763e+00  3.2869172e+00
  3.3917007e+00 -1.6730250e+00  5.6162114e+00 -2.6837626e+00]",dog
"[-561.41675    136.7364     -16.303816    42.230167    -4.8843617
   -2.5049303  -12.4716835  -12.531055    -6.974914   -13.109182
    3.5229416    3.2123947   -5.959561   -14.231781    -7.5837398
  -12.409453    -4.7885904    1.5497742   -9.450911    -9.161285
  -11.932104    -6.741147    -5.5663066   -3.1653564   -2.4734952
   -3.3795707   -2.6946998   -9.535125    -6.5748687   -6.193916
   -3.1761625   -1.4578903   -5.636904    -5.490763    -4.1516995
   -1.967752    -3.603707    -1.2748967   -2.9522703   -5.6658273]",dog
"[-3.9554794e+02  1.8363269e+02 -1.7298170e+01 -1.7373720e+01
 -4.0560188e+00 -2.1104990e-01  2.1906248e+01  1.0298275e+01
 -2.5001104e+00  4.9877710e+00  1.0475518e+01  6.1308866e+00
  2.8330050e+00  1.0134613e+01  6.9831090e+00  1.0786333e+00
  3.1586390e+00 -7.0078701e-02  7.9545301e-01  2.2187197e+00
 -1.7654443e+00 -5.2328759e-01  3.2523851e+00  3.2186785e+00
 -2.7178067e-01  1.6848145e+00  4.2254086e+00 -1.3440124e+00
  3.4024727e-01  4.7895555e+00  9.2210174e-02 -3.8491325e+00
 -4.7842274e+00 -6.1914766e-01  6.6715693e+00  9.2056398e+00
  8.6227484e+00  4.5916271e+00  1.3352160e+00  4.5650691e-01]",dog
"[-4.6010947e+02  8.3803467e+01 -4.5530956e+01  1.1605845e+01
 -3.4675919e+01  9.0600824e+00 -8.3181801e+00 -4.2162042e+00
  5.3342748e+00 -5.3071337e+00  1.3003135e+01 -4.7780142e+00
  1.9999046e+00  2.3364348e+00  5.4776549e-02 -9.4175017e-01
 -1.8103629e-01  6.1343737e+00 -6.4595550e-01  5.0709085e+00
  2.3674181e+00 -2.9622063e-01  2.6642992e+00  1.2798595e+00
 -1.3847710e-01  4.0212116e+00  7.1679630e+00  1.1748716e+00
  1.3593612e+00 -6.6420358e-01 -1.2449579e+00  3.8126030e+00
  5.6650152e+00  7.3323698e+00  9.2014675e+00  8.8389568e+00
  4.4510069e+00  9.7006127e-02  4.4905081e-01  3.8831170e+00]",dog
"[-358.2694      145.10136     -35.474895     42.043392    -16.876629
    7.3690767     7.03072      14.016677     -7.9445267    -4.972572
   18.579065     -6.348866     17.129326     -2.8623407    -2.2870176
    3.1348422   -13.275912      0.8892531    -3.047466      5.1751766
    0.64742476   -0.85505694    1.168292     -7.3233733    -1.2561618
   -3.3506525    -2.1845608    -0.7687078    -3.1830382    -2.1625588
   -1.7866035    -2.8822238    -1.3611342    -0.471546     -4.450092
   -6.35567      -3.894217     -2.0892954    -5.066746     -2.2594106 ]",dog
"[-3.57766052e+02  8.67300720e+01 -4.93706093e+01  2.27933464e+01
 -3.06093063e+01  6.72764182e-01 -1.21613865e+01  1.97479665e+00
 -5.19675255e+00 -2.19036083e+01 -5.97616529e+00 -5.90298939e+00
  1.35849023e+00 -1.39076567e+01 -7.16233253e+00 -1.70639591e+01
 -9.46312809e+00 -4.28741741e+00 -8.67979527e+00  1.11290252e+00
 -1.32071724e+01  2.01603270e+00 -6.08315229e+00 -1.28054667e+01
  3.57246637e+00 -4.65916681e+00 -2.93121958e+00 -3.11985946e+00
 -4.73156309e+00 -4.62784588e-01 -4.03710413e+00 -2.03460479e+00
  3.28751445e+00 -2.72788310e+00  9.61286008e-01 -3.58544022e-01
 -6.75240135e+00  9.74298269e-02 -1.00020242e+00  7.42795527e-01]",dog
"[-4.8198019e+02  9.8456100e+01 -2.7669075e+01  4.0723789e+01
 -2.3707460e+01  2.1597227e+01  3.2428465e+00  6.4181762e+00
  6.0004864e+00  4.9886618e+00  1.1226847e+01 -2.1935658e+00
  1.6586931e+01 -4.3692060e+00  1.0213398e+01  6.4790478e+00
 -2.9912438e+00  9.9089746e+00 -1.4962012e-02  4.5280051e+00
 -2.2067989e-01  2.2469497e+00  2.5589418e+00  1.8171281e+00
  3.7308013e+00  8.4146160e-01 -7.2115225e-01 -9.6323019e-01
  3.6241899e+00 -1.2876970e+00 -1.6283474e+00  1.7439040e+00
  2.0969942e+00 -6.4237863e-01 -4.3188998e-01  3.1645235e-01
 -4.8232946e-01  1.0853965e+00 -1.2269822e+00  3.5257641e-02]",dog
"[-4.1786249e+02  1.7090619e+02 -4.3614647e+01 -2.8040121e+00
  1.6654160e+01 -1.4403922e+01  8.3564830e-01  1.8924186e+00
 -5.8923573e+00  1.7795361e+00  2.3544788e+00  2.7871177e+00
  2.7991998e+00 -2.0898130e+00  2.3040630e-01  2.2790148e+00
 -2.0726016e+00 -4.9909420e+00 -2.2090535e+00 -8.8139564e-02
 -2.3842223e+00  6.8493694e-01  2.5698001e+00 -4.2173948e+00
 -6.0452943e+00 -1.8279586e+00 -3.6407936e+00 -4.9003587e+00
 -1.1787995e+00 -3.7909226e+00 -2.6133225e+00  2.5620260e+00
 -1.0934048e+00 -2.3408554e+00 -3.0537369e+00 -4.5159755e+00
 -9.2382693e-01 -1.3414048e+00 -1.1102862e+00  6.8224049e-01]",dog
"[-5.87708801e+02  1.05039215e+02 -2.94426594e+01  9.21862125e+00
 -3.13334489e+00  6.51181793e+00 -2.85157710e-01 -1.41497383e+01
 -4.51258755e+00 -3.20460725e+00 -5.05957460e+00 -7.84070396e+00
 -1.36874514e+01 -9.39970016e+00  1.91088855e+00 -1.13038340e+01
 -1.39414024e+01 -4.69436467e-01 -5.64957905e+00 -8.85599518e+00
  2.81466454e-01 -2.00076008e+00 -5.29858446e+00 -3.62471104e+00
 -5.68053484e+00  4.28267606e-02  2.17712951e+00  6.66001749e+00
  7.84808779e+00  3.88183761e+00  4.91632128e+00 -1.03140569e+00
 -3.15539646e+00 -4.48126364e+00 -5.78642941e+00 -6.76926136e+00
 -7.22507620e+00 -4.81389141e+00 -6.61503649e+00 -5.51938438e+00]",dog
"[-3.5139621e+02  2.0205727e+02 -1.4734260e+01  2.3939634e+01
 -6.6366086e+00  2.2725283e+01 -1.0836139e+01 -5.0971594e-02
  6.9301620e+00 -1.0048247e+01  3.2171242e+00 -6.8972631e+00
  2.0997696e+00 -6.3528061e+00  5.4158764e+00  3.1710890e-01
 -1.1963327e+01 -3.8722999e+00 -9.9965963e+00 -4.9794941e+00
 -8.6876278e+00  8.6249828e-02 -1.5285979e-01 -2.4439371e+00
  1.8794279e-01 -7.7849574e+00 -1.2639120e+00 -5.1265645e+00
 -2.2395809e+00  5.2333617e+00  9.0026021e-01 -2.6847134e+00
 -2.8423741e+00 -4.5396419e+00 -6.2879915e+00  3.5333586e-01
 -1.6045855e+00 -3.2611716e+00 -2.3513670e+00 -4.7401118e+00]",dog
"[-4.8020370e+02  1.1526244e+02 -8.3658104e+00  1.7519087e+01
  9.7280763e-02  4.8380527e+00  7.2596059e+00 -1.9656339e-01
  6.7258573e+00  8.5145521e+00  3.1590587e-01 -5.3462067e+00
  1.5575645e+00  1.2992110e+00 -8.3862442e-01 -3.1518538e+00
  1.2555698e+00  2.1578760e+00 -2.3978846e+00  1.1108105e+00
  4.2650568e-01  8.8916928e-01  3.1196001e+00  3.4913499e+00
  2.2717364e+00  5.2495570e+00  8.0650749e+00  1.0488909e+01
  1.6329153e+01  1.2900995e+01  1.0609932e+01  7.1937284e+00
  1.8511735e+00  1.1730342e+00  8.6686385e-01  3.5955536e+00
  3.3214386e+00  9.7242159e-01 -5.5592018e-01  1.2615937e+00]",dog
"[-3.6733905e+02  1.2953786e+02 -6.1603310e+01  4.0090702e+01
 -2.4841463e+01  1.7826525e+01 -1.5116147e+01 -5.4580331e+00
  7.1191630e+00 -1.6133350e+01  8.3670816e+00 -2.0699973e+00
  2.7735991e+00 -4.9750257e+00  4.6246928e-01 -3.7229891e+00
 -3.3640220e+00  2.0803583e+00 -8.9152794e+00 -4.2569857e+00
 -4.8856487e+00  2.8114388e+00 -6.0435438e+00 -8.0430257e-01
  1.1728535e+00 -8.9107428e+00  9.1090471e-02 -3.8768411e+00
 -1.4163865e+00 -3.3107481e+00 -1.9887542e+00  5.3370328e+00
  8.1026268e+00  1.0244699e+01  8.2156706e+00  7.8271756e+00
 -5.9618658e-01 -1.8101678e+00  3.0816116e+00  2.4786596e+00]",dog
"[-4.5310507e+02  1.0767356e+02 -2.1682924e+01  2.0348055e+01
 -1.3922628e+01 -1.0611921e+01 -1.9461926e+00 -1.0657838e+01
 -2.1998537e+00 -1.1133274e+01 -6.6351762e+00 -3.9712663e+00
 -1.2908942e+01 -6.3028107e+00 -6.5741715e+00 -1.3818946e+01
 -4.8206611e+00 -1.9567834e+00 -3.2366569e+00 -3.7229147e+00
 -2.2187414e+00  2.7283700e+00 -4.9017239e+00 -9.9440569e-01
  2.2365589e+00 -4.2272954e+00 -1.1061650e-01 -2.3137419e+00
 -4.9829631e+00 -2.8754003e+00 -3.3836069e+00 -4.5030079e+00
 -2.6643999e+00  1.2293000e+00 -6.4847261e-02 -2.1957932e-01
  1.4829599e+00  2.2815576e+00  2.3250513e+00  7.5665906e-02]",dog
"[-4.33253296e+02  9.82415543e+01 -1.95593948e+01 -8.82738400e+00
 -3.50759544e+01 -4.67383623e+00  1.65101910e+01 -2.04044666e+01
 -1.24830780e+01 -1.27117605e+01 -1.58306761e+01  6.17863941e+00
  4.77205932e-01 -2.35624027e+00  6.02169466e+00 -2.94324780e+00
 -1.97145891e+00 -6.80149019e-01 -1.03948660e+01 -5.32208967e+00
 -2.41091967e+00 -6.02507830e+00 -2.16459179e+00 -2.26101494e+00
 -2.39190888e+00 -4.67180681e+00 -9.66241360e+00 -4.33674192e+00
  3.88276386e+00  3.03242469e+00 -5.04733753e+00 -2.50319767e+00
  5.58068514e+00  1.48026097e+00 -2.08993125e+00 -3.26249552e+00
 -5.01796150e+00 -1.85327077e+00  1.02855504e+00  4.18840379e-01]",dog
"[-3.9288254e+02  5.9923683e+01 -3.7873192e+01  9.9575567e+00
 -4.7668003e+01  1.1595196e+00  8.6593809e+00 -4.7645159e+00
  1.2343144e+00 -1.5447715e+01  8.2813778e+00  7.8137338e-01
 -8.2696877e+00  1.2426033e-01 -3.1754179e+00 -5.9055967e+00
 -3.8436003e+00 -1.1521035e+00 -7.9435225e+00 -6.0312610e+00
 -2.6574099e+00 -2.2516594e+00 -2.8110285e+00 -1.9619207e-01
  1.0609954e+01  1.6355251e+01  1.6099838e+01  9.7148790e+00
  8.7638164e-01 -6.0525208e+00 -4.4183083e+00  2.1140351e+00
  3.6859496e+00  6.8047386e-01 -3.8712027e+00 -4.8378315e+00
 -2.4989226e+00  1.5374522e+00 -1.6809418e+00 -4.7220364e+00]",dog
"[-4.2374579e+02  1.4720213e+02  1.2040188e+00 -1.1303618e+01
 -1.5197883e+00  1.0232871e+01 -1.7100793e+00 -7.1100825e-01
  6.2908130e+00  7.1526676e-02  9.9564295e+00  1.1576233e+00
 -3.6586366e+00  5.9579463e+00  6.7794853e-01  8.6590934e-01
  4.4258828e+00  3.5162611e+00 -8.6308378e-01 -3.0213785e+00
  1.6807457e+00  1.2340654e-03  1.2559689e+00  5.6935968e+00
  4.5307140e+00  8.6008224e+00  8.3437290e+00  9.5469439e-01
 -1.1867568e+00  8.9597875e-01  5.6579747e+00  7.5992985e+00
  5.8176479e+00  4.1224704e+00 -1.1503791e+00 -4.3403082e+00
 -1.0327466e+00  7.6870537e-01  7.3974019e-01 -3.2902923e-01]",dog
"[-3.6048538e+02  1.6510271e+02 -4.9005804e+00  5.6238085e-01
 -1.0899239e+01 -9.6008282e+00  2.3866560e+00 -8.5852270e+00
 -2.1612339e+00  5.7893968e+00  5.1497145e+00  6.4586849e+00
  6.0240951e+00  3.8261625e-01 -9.3082243e-01  1.7581654e+00
 -1.5275031e+00 -1.5630212e+00  4.7506065e+00  2.3932867e+00
 -2.4772689e+00 -5.3137004e-01 -2.0551534e+00 -2.9547200e+00
 -3.8662526e-01 -1.8569546e+00  7.6211304e-03  4.5061388e+00
 -1.1074708e+00 -3.8848450e+00  1.5292645e+00 -1.9843588e+00
 -3.2644517e+00 -8.0598080e-01 -3.7564580e+00  4.4783556e-01
  3.4744921e+00 -2.7506799e-01  1.1457106e+00  4.2149243e-01]",dog
"[-4.67296021e+02  8.60058136e+01 -1.05402975e+01 -1.20054865e+01
 -1.34996071e+01 -2.40939999e+00 -3.01118112e+00 -1.53862419e+01
 -1.06668634e+01 -2.37601352e+00 -1.39272535e+00 -5.13951445e+00
 -5.30333662e+00 -2.39779878e+00 -3.72837901e+00 -6.70314074e+00
 -4.10132837e+00 -4.79270124e+00 -7.79320717e+00 -7.51494169e+00
 -3.95414877e+00 -3.72750473e+00 -3.60761428e+00  2.22221422e+00
 -4.32100868e+00 -6.60499859e+00  3.68567765e-01 -7.50499964e-01
 -2.78885674e+00 -4.12027979e+00 -1.08856499e+00 -8.08382332e-02
  8.13704908e-01  3.92523336e+00  2.69466877e+00  4.09425211e+00
  4.32419062e+00  3.02638698e+00  1.60898781e+00  4.47540507e-02]",dog
"[-3.4023877e+02  1.4948839e+02 -3.0032351e+01  4.2777657e+01
 -2.2011772e+01  2.1740456e+01 -2.3874750e+00  1.4514371e+01
  6.9258418e+00 -3.9084418e+00  1.7911104e+01 -9.8070536e+00
  8.9683962e+00 -2.9132059e+00  4.1590848e+00  6.4936199e+00
 -3.9397371e+00  3.2995222e+00 -3.7622864e+00  1.7934425e+00
 -9.1773677e-01  2.1252245e-01 -4.8905368e+00 -1.2617686e+00
  1.8605886e+00  3.7487906e-01  9.8446232e-01 -4.6419210e+00
  1.5898913e+00  1.2130136e+00  9.1134844e+00  1.2743877e+01
  1.1642399e+01  7.2243958e+00 -3.1553934e+00 -1.7482132e+00
 -1.6827881e+00  2.8773634e+00  1.8086914e+00 -3.6109164e-01]",dog
"[-5.7856488e+02  1.0060511e+02 -2.2782290e+01 -5.4827547e+00
 -8.9003348e-01 -8.5036430e+00  7.6535859e+00 -3.8450949e+00
 -1.7227800e+01 -7.3930340e+00 -4.2446694e+00 -2.2608964e+00
  1.8826209e+00 -3.9190071e+00 -1.1017245e+00  1.2690848e+00
 -6.4959331e+00 -3.8644552e+00 -1.4033374e+00 -3.0594747e+00
 -3.1856167e-01 -2.2957232e+00 -4.1155000e+00 -1.5054593e+00
 -1.9788891e+00 -2.1524756e+00 -1.2399844e+00 -4.6186771e+00
 -4.4020925e+00 -1.8348446e+00 -5.0647120e+00 -2.9170113e+00
  1.6817443e+00 -2.1036866e+00 -3.7719436e+00 -1.0485380e+00
 -1.3341056e+00 -1.7207069e+00 -1.2682197e+00 -2.5563753e+00]",dog
"[-4.7163693e+02  8.7554848e+01 -1.6776995e+01  1.0180126e+01
 -2.0896700e+01 -4.8577013e+00 -1.4562923e+00 -1.2160116e+01
 -1.5065732e+01 -5.3322811e+00 -6.6182977e-01 -4.8238769e+00
 -2.2734735e+00 -9.8421955e+00 -6.0586162e+00 -7.5724840e+00
 -3.2427332e+00 -6.8630171e+00 -8.3934517e+00 -3.7910416e+00
 -1.1314879e+01 -4.7782254e+00 -1.0229720e+01 -6.4664173e+00
 -3.3710647e+00 -8.1038237e+00 -1.9945365e+00 -6.2261510e+00
 -2.1056411e+00 -3.0615349e+00 -3.8100777e+00 -6.9240682e-02
 -2.2719209e+00  2.5008091e-01 -2.0016050e+00 -6.5628809e-01
 -4.5869720e-01 -1.6965683e+00  3.8983328e+00  6.4085283e+00]",dog
"[-7.5963770e+02  9.9762428e+01 -3.9236443e+00  1.3456247e+01
 -1.6042059e+01 -1.8526752e+01 -3.1409681e+00  5.9351106e+00
 -1.0653319e+01 -1.4342606e+01 -5.7545023e+00 -3.6846178e+00
 -9.6003819e-01 -1.2513187e+01 -2.6104803e+00 -2.1004081e+00
 -7.9324512e+00 -7.1884065e+00 -1.2153748e+01 -4.2264318e+00
 -2.7148683e+00 -1.7347972e+00 -3.7357061e+00 -5.4022541e+00
 -1.5562010e-01 -3.4808936e+00 -3.2555032e+00 -1.6737617e+00
  8.2424469e-02  1.0553671e+00 -1.9259140e+00  8.6809260e-01
 -5.7570642e-01 -1.8323849e+00  1.0769411e+00 -2.7250326e+00
 -1.6574956e+00  2.5036123e-01 -2.1216769e+00 -1.5469455e+00]",dog
